filename,spectral_bandwidth,spectral_contrast,bpm,wav_entropy,wav_std_dev
Elemental Creation (kamome sano Remix) - kamome sano.wav,2481.8043441522427,22.300511749169242,129.19921875,0.05216752417193727,13.001001
"Gram VS Kobaryo - Yggdrasil - 1.Gram VS Kobaryo - Yggdrasil【The Requie(Av499586562,P1).mp3",2508.5942546959636,21.21792667198865,99.38401442307692,0.04737008256479044,14.493076
Hellfish - Doctor Beak.mp3,2571.692066927039,19.322499563870142,99.38401442307692,0.04856316254850638,13.939249
Hellfish - The Decimator.mp3,2918.96365757908,19.33889282781662,107.666015625,0.04872618491541078,13.297499
Igneon System & Karbyde - TriggerFinger.mp3,2580.2258854636157,19.56428348382132,172.265625,0.04872419698259931,12.511354
"INTERNET OVERDOSE - ちのい （cover） - 1.INTERNET OVERDOSE - ちのい （cover）(Av482098543,P1).mp3",2967.5821525136726,22.60778282349696,161.4990234375,0.04951981305394062,14.420319
"INTERNET YAMERO _ covered by 藍月なくる - 1.INTERNET YAMERO _ covered by 藍月なくる(Av569023930,P1).mp3",2876.527499922367,21.230176053997166,92.28515625,0.04920035626265052,14.248783
Kakeru - Do you love me？ (feat. りんたる).wav,2764.5247978423336,21.35985109238053,151.99908088235293,0.04952030884454092,15.020572
Kill 'Em All.wav,2674.8772852441425,19.576279714863702,92.28515625,0.050097651089727684,12.227468
"Kobaryo - Glitched Character - 1.Kobaryo - Glitched Character-s4KeHXqVb(Av671656787,P1).mp3",3027.982119377176,20.44850230805981,112.34714673913044,0.04866342830421845,13.739348
Kobaryo - SUPER REACTOR X [feat. HiTNEX-X].flac,3010.9213246673316,20.406707598851618,151.99908088235293,0.049889988297518235,12.997785
Kobaryo feat. Srezcat - Darkmoon Dissolve.flac,2677.424399755909,21.06740272251949,103.359375,0.04999500324598295,13.474708
Laur - Chaos Emperor.mp3,2773.2377889387067,19.89677962017175,95.703125,0.05019971191235885,13.578499
"Laur - DANGEROOOOUS JUNGLE (Extended) - 1.Laur - DANGEROOOOUS JUNGLE (Extended)(Av605133296,P1).mp3",2902.711048045847,19.58905539399507,161.4990234375,0.04923542943517791,13.353356
"Laur - Viyella's Nightmare - 1.Laur - Viyella’s Nightmare [2nd Album (Av808180859,P1).mp3",2859.3181264794353,20.42787467154225,112.34714673913044,0.048531713141111384,12.50184
Let's Rock.flac,2882.5903945529594,19.799259923571853,103.359375,0.04954765817929783,13.914986
"OTOMEROID - ちのい （cover） - 1.OTOMEROID - ちのい （cover）(Av352049886,P1).mp3",2479.98720176176,22.388546636237013,129.19921875,0.05239515706964558,13.631176
"OZIGIRI - ぼっち・ざ・ぐらいんど！ BOCCHI THE GRIND! - 1.OZIGIRI - ぼっち・ざ・ぐらいんど！ BOCCHI THE GRIN(Av476954412,P1).mp3",2842.4868696076255,19.42934916500084,117.45383522727273,0.052004010441112816,13.221459
Palace of Melancholia ⧸ かたぎり [Corsace Open Grand Finals Tiebreaker].flac,2786.677989341365,19.86632540874293,112.34714673913044,0.047989124534948836,14.079039
PaⅢ.SENSATION ⧸ Vivid BAD SQUAD × 初音ミク × 鏡音リン.flac,2769.497398054492,21.2089689023825,184.5703125,0.049272506693479746,15.204892
RAPHIIEL - Ведьма Ведьма Ведьма!.flac,2811.3402795362476,21.741625149577192,89.10290948275862,0.04688020434263874,12.661117
"Rejection - Signal (ft. SUCH) _ Future Core 2020 - 1.Rejection - Signal (ft. SUCH) - Future(Av330120766,P1).mp3",2791.2057385609505,21.80412960194765,117.45383522727273,0.04828307959348087,12.239272
"rejection - もう一回をエンドレス feat. 中村さんそ - 1.rejection - もう一回をエンドレス feat. 中村さんそ(Av79877357,P1).mp3",2765.528785906561,22.372583181985622,89.10290948275862,0.049307117108729245,13.389714
RVOLT - Out Of Control.mp3,3020.553702621878,18.979875034423834,99.38401442307692,0.04958432104667587,12.825072
"SHIKI _ Pure Ruby  [Long Version] - 1.pure_1920(Av973146424,P1).mp3",2694.694801675453,21.566569755779636,117.45383522727273,0.04860108092835288,14.429059
Shuhei __Imperial Circus Dead Decadence- _黄泉より聴こゆ.mp3,2891.4565216435144,21.296826145209458,112.34714673913044,0.04682155373242321,13.339179
"Silentroom vs Frums - Aegleseeker (Cansol Piano Ar - 1.Silentroom vs Frums - Aegleseeker (Can(Av973005026,P1).mp3",901.2403594044328,26.951266291644274,92.28515625,0.0509922960285789,14.550552
"Sobrem × Silentroom - Random _ BOFXVII Team [Clue] - 1.Random_youtube (1)(Av719068400,P1).mp3",2719.5748283546422,21.413435281991582,129.19921875,0.051351044282596854,14.314586
"somunia - 飴色の微熱【cc字幕】 - 1.somunia - 飴色の微熱(Av427584879,P1).mp3",2601.329769253603,21.125498703176333,117.45383522727273,0.050910535818707345,14.231837
"SOS - 桃寝ちのい （cover） - 1.SOS - 桃寝ちのい （cover）(Av823083339,P1).mp3",2846.865737836339,22.406326731313758,135.99917763157896,0.04922958120470538,12.938652
STEREOTYPE - Abracadabra - (PsyCore Series No.1) (320 kbps).mp3,2551.4770217217756,21.18600005985722,161.4990234375,0.04799257292671779,11.111151
Strange Arrival - Bruford.mp3,2715.5522163213,20.268825295461966,161.4990234375,0.048511896142378594,13.356967
Strange Arrival - Dissolve.mp3,2840.3009191381398,19.625261526970036,161.4990234375,0.048296823243583135,14.068987
Strange Arrival - Interior Deterioration.mp3,2739.1095146165853,19.88529495028363,151.99908088235293,0.04842296204210483,12.613625
Strange Arrival - Plastic Death.mp3,2679.5305971681723,19.727648981008162,172.265625,0.048865958530557765,13.207319
"t+pazolite - Cheatreal #TPZREMAKE - 1.t+pazolite - Cheatreal #TPZREMAKE-3hPf(Av247499138,P1).mp3",2768.3749836027073,20.278528485793775,99.38401442307692,0.048564912432485306,13.925358
"Toby Fox - MEGALOVANIA (Camellia Remix) - 1.videoplayback_Mux(Av67778046,P1).mp3",2674.913977266349,20.847351024709432,123.046875,0.047696848160527085,13.836002
"USAO - Big Daddy - 1.USAO - Big Daddy(Av53583384,P1).mp3",2773.963178448667,19.842120361831032,95.703125,0.04872253974118939,13.380479
"USAO-WildFire - 1.USAO-WildFire(Av507336583,P1).mp3",2936.6095896343545,19.769338643920804,103.359375,0.04952379369065841,13.04916
"[Afflict] Determination feat.棗いつき - Laur - 1.Laur - Determination feat.棗いつき(Av718955077,P1).mp3",2633.568317614582,22.00969923270636,161.4990234375,0.04897696245829437,16.166468
"[A]ddiction _ GigaReol×EVO+ - 1.1(Av3232086,P1).mp3",2866.1232814406335,21.36895872609715,161.4990234375,0.049972630232293695,14.211921
"[Bassline Yatteru LOL] ベースラインやってる？笑 - Camellia (Fe - 1.繁体中文字幕(Av48101721,P1).mp3",2718.7176499885863,21.85124003258472,129.19921875,0.048639338334000984,14.366103
"[まどそふと] 【ハミダシクリエイティブ凸 あすみED】トキラキメキ【公式・FULL】 ボーカル：ヒ - 1.【ハミダシクリエイティブ凸 あすみED】トキラキメキ【公式・FULL】 ボー(Av692661650,P1).mp3",2684.675041414058,22.597416151713645,135.99917763157896,0.049266205221980205,14.565191
[アナザーVER] ひつじがいっぴき (Hitsuji ga Ippiki) ⧸ 小豆沢こはね (Vivid BAD SQUAD) 歌詞 Lyrics プロセカ.flac,2460.9293088167,22.17648835729817,135.99917763157896,0.051628806480700895,14.995992
"[碧蓝档案]兔兔小队OST113 - 1.[Blue Archive] Theme 113(Av768194583,P1).mp3",2714.15961137237,21.624574716910384,172.265625,0.05160464796960148,14.736962
"▶︎少女レイ (cover) _兔子[めありー] - 1.少女レイ20180727youtubemst(Av32538951,P1).mp3",2625.558583526574,22.43048159174306,151.99908088235293,0.04859532386053499,13.944222
"「Future Funk」tomatoism - Ｓｏｍｅｏｎｅ Ｓｐｅｃｉａｌ - 1.「Future Funk」tomatoism - Ｓｏｍｅｏｎｅ Ｓｐｅｃｉ(Av378294129,P1).mp3",2113.7243714175866,22.19158037396014,143.5546875,0.04956380864850117,12.9693575
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 1.小熊（Song by Koresawa）索尔缇娜（南条爱乃）(Av300361986,P1).mp3",2162.5202850390883,23.817239921186886,151.99908088235293,0.04858836584586932,13.093676
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 10.篝火（Song by konoco）琳恩（村上奈津实）(Av300361986,P10).mp3",2623.5690582367,23.55123351671353,103.359375,0.04815747293778331,12.453123
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 2.Ⅶ. THE RUST（Song by 茅原实里）A.A.（茅原实里）(Av300361986,P2).mp3",2414.926485108368,24.215056306746277,103.359375,0.04929467882648713,11.355388
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 3.X. THE FLOWER （Song by 小仓唯）娜塔夏（小仓唯）(Av300361986,P3).mp3",2484.9822824542184,23.55572052614797,161.4990234375,0.04983762240107438,9.833463
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 33.红洋装（Song by 叶月由罗）艾薇（古贺葵）(Av300361986,P33).mp3",2661.871287433829,23.04752745015724,123.046875,0.0490966680551019,16.679861
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 39.Dokie Doggy Night（Song by alfakyun） 墨(Av300361986,P39).mp3",2464.8323153315705,23.45860227318486,123.046875,0.04987917129230539,14.758788
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 41.热情的埃达（Song by Mewhan）索尼娅（五十岚裕美）(Av300361986,P41).mp3",2688.7400283656716,22.48632532340963,129.19921875,0.049500765376957946,14.055734
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 7.今天的我不一定是昨天的我（Song by 黑云）卡罗（立花日菜）(Av300361986,P7).mp3",2167.4883036374954,25.248058478913624,172.265625,0.0491357376063441,12.740547
"「Memento Mori手游」完整版抒情诗合集（1080P_320K_中字） - 8.困惑星旅行（Song by 芹泽优）妮娜（芹泽优）(Av300361986,P8).mp3",2410.8192810201585,24.144075212541882,143.5546875,0.050042006467907955,12.147657
"「不埒な喝采」  covered by 跳亜【cc字幕】 - 1.【歌ってみた】「不埒な喝采」  covered by 跳亜(Av810542096,P1).mp3",2520.8249435383086,23.602642428630443,161.4990234375,0.05084294252676492,15.503448
"「吉他与孤独与蓝色星球」第五集live部分插曲—結束バンド【孤独摇滚】 - 1.ギターと孤独と蒼い惑星(Av562317092,P1).mp3",2265.5626165488293,22.41718274366003,95.703125,0.049496676292446994,16.215801
"「有什么不好」—結束バンド【孤独摇滚】 - 1.【中日歌词_完整版】孤独摇滚ED3「有什么不好」—結束バンド【孤独摇滚】(Av475500353,P1).mp3",2217.1272827749453,23.281016480569228,123.046875,0.04946605068088846,15.38044
"「绝不会忘记」结束乐队／ TVアニメ「孤独摇滚」第12話劇中曲 - 1.【中日歌词_官方MV】「绝不会忘记」结束乐队／ TVアニメ「孤独摇滚」第12(Av521724987,P1).mp3",2530.68372388128,21.76959296265998,92.28515625,0.04963172474143675,15.586538
"「若能化作星座」结束乐队／ tvアニメ「孤独摇滚」第12話劇中曲 - 1.【中日歌词_官方MV】「若能化作星座」结束乐队／ tvアニメ「孤独摇滚」第1(Av221640134,P1).mp3",2696.765137994051,22.083343515834738,123.046875,0.04904748593840101,14.199467
"『MAD 中日歌詞』 劇場版 遊戲人生 Zero 主題曲： THERE IS A REASON -  - 1.1(Av16040894,P1).mp3",2267.893056134036,24.3469765989325,135.99917763157896,0.048580698575486435,15.776799
"『中日歌詞付き』 譚雅戦記ED1 FULL - Los! Los! Los! - 悠木碧 - 1.『Lyrics Video - 中日歌詞付き』 幼女戦記 Youjo Sen(Av9081138,P1).mp3",2267.301299920541,21.387004958218313,117.45383522727273,0.049662635877969395,16.63086
"『音击』ONGEKI Sound Collection 06「Transcend Lights」／赤 - 1.01.Transcend Lights(Av379997392,P1).mp3",2818.2254224818903,22.238578805343316,103.359375,0.048713006001323264,14.801751
"【Arcaea】C-Show - GIMME DA BLOOD - 1.【Arcaea】C-Show - GIMME DA BLOOD(Av972121198,P1).mp3",2864.988264574423,19.7395470956378,112.34714673913044,0.051392339846903584,13.971512
"【BGA】 彁 - LeaF - 1.彁(Av247469165,P1).mp3",2605.7297630847274,22.990412561816054,107.666015625,0.05118184643884122,13.722657
"【BOFU2016】Alice in Misanthrope - LeaF - 1.【BOFU2016】 Alice in Misanthrope -厭世アリス(Av7761098,P1).mp3",2751.433753955505,21.532433423003965,172.265625,0.05104892708141843,14.037649
"【BOFU2017】 Lyrith -迷宮Lilith- 【FRENZ2017】 - 1.1(Av15249569,P1).mp3",2573.0691705374716,22.13729242945978,89.10290948275862,0.05096481034056218,14.718673
【BOFXVII】 Lidelle x Sobrem x Sennzai - self-dissociation【BGA】.flac,2646.2273043860555,21.390583164826968,95.703125,0.050250043537296826,9.696545
【BOFXVII】saaa ft. MC iwata Bros. - Head BONK ache【BGA】.wav,2846.322091046609,19.801378936238148,161.4990234375,0.0510208391276025,12.879247
【BOFXVI】Angel's Salad【BGA】.flac,2562.8266852178194,19.228822776196512,117.45383522727273,0.05102397724412831,15.056437
"【BOF_ET】Sobrem - slic.hertz - 1.video_20221003_083035_edit(Av516191809,P1).mp3",2673.2710118154137,20.867538203716123,143.5546875,0.051642755940382624,13.630499
"【BSWC 2022 Grand Finals Tiebreaker】Kry.exe feat. I - 1.【BSWC 2022 Grand Finals Tiebreaker】Kry(Av514682052,P1).mp3",2875.377699906514,20.68444483209716,117.45383522727273,0.04812123266969548,13.051391
"【cc字幕】透明な呼吸  somunia × ヰ世界情緒 - 1.透明な呼吸  somunia × ヰ世界情緒(Av287181202,P1).mp3",2641.47407393113,22.793862757996344,161.4990234375,0.05000799306835008,12.542286
"【flower】猛毒【かいりきベア】 - 1.ベノム _ flower - niconico動畫(Av28356844,P1).mp3",2275.4568619995853,22.239739274536483,151.99908088235293,0.0498764191393224,15.64786
"【FRENZ2013】 B.B.K.K.B.K.K. 【BOF2013】 - 1.1(Av770385,P1).mp3",2862.078323880439,21.25916177389937,172.265625,0.05155903009767036,14.910024
"【Full MV】逆行して逃避行 - BlackY feat. Risa Yuzuki - 1.【Full MV】逆行して逃避行 _ Risa Yuzuki(Av501639085,P1).mp3",2525.6234270884106,23.33204095859844,135.99917763157896,0.04816973333496261,15.050041
"【Giga & KIRA】GETCHA!【本家演唱 ver.】 - 1.Giga & KIRA - GETCHA! (Self Cover ver.(Av754722305,P1).mp3",2678.50724489797,21.59305068529902,129.19921875,0.04940437297602811,14.016266
"【Giga · q_Left】G4L (完整版)【YouTube Music ver.】 - 1.G4L(Av673284810,P1).mp3",2569.0034666499278,21.81795333157067,143.5546875,0.0502838083869711,14.257521
"【Giga】CH4NGE【本家演唱／中文CC字幕】 - 1.Giga - CH4NGEをうたいました (Self Cover) [MCY(Av295162306,P1).mp3",2766.607297003464,21.714763646132788,117.45383522727273,0.05134929406081823,13.892253
"【Mili】Ga1ahad and Scientific Witchery （加拉哈德1号与科学性巫 - 1.1(Av3838286,P1).mp3",2307.06197356682,23.529638376075685,83.35433467741936,0.04955947022048561,13.272704
"【Mili】Vitamins--  Mili feat World s end girlfriend - 1.Vitamins--Mili feat World s end girlfr(Av38560371,P1).mp3",2409.0315087577433,23.35159599690609,95.703125,0.048462135444185095,12.840541
"【MV】Löschen (Long ver.) - BlackY feat. Risa Yuzuki - 1.[Risa Yuzuki] Loschen_FIX(Av722907250,P1).mp3",2697.2556930456353,22.564176864254698,123.046875,0.04923623396451943,14.931627
"【Official Audio】Duplicity Shade _ HyuN feat. Sennz - 1.tst(Av642129802,P1).mp3",2587.954573792999,21.627146972417588,112.34714673913044,0.04736683858732105,12.226338
"【OWC2021 Grand Finals Tiebreaker】Yooh - RPG - 1.[osu!] Yooh - RPG (OWC2021 Grand Final(Av634326949,P1).mp3",2955.306106799347,20.26487775653462,107.666015625,0.04779044572105291,13.598321
"【PV】twinkle night 【somunia solo ver】 - 1.twinkle night [somunia solo ver_PV](72(Av795945802,P1).mp3",2908.7922405902054,21.459878810072325,86.1328125,0.052912697198418984,15.122497
"【somunia熟肉】[ cover ] nekomeshi - やくしまるえつこ _ somuni - 1.[ cover ] nekomeshi - やくしまるえつこ _ somun(Av64059468,P1).mp3",2697.0854570682604,22.806663401085167,117.45383522727273,0.04910986680364914,10.770825
"【somunia熟肉】食虫植物 - 理芽  somunia - 1.【 cover 】食虫植物 - 理芽 _x264(Av928162828,P1).mp3",2494.361748035778,23.31775517855203,123.046875,0.05071945299515721,13.33468
"【USAO】Try again【Bright Colors 4】 - 1.1(Av17716422,P1).mp3",2807.1609251837413,20.9408589172415,86.1328125,0.04835421290765158,13.55605
"【V.W.P】《言霊_言灵》 _ V.W.P #6【Original MV】 - 1.言霊_220117_zhang(Av253310569,P1).mp3",2264.4023785529166,24.03051335521988,86.1328125,0.04867981190945478,14.5861435
"【ななひら】INTERNET OVERDOSE - 1.【ななひら】INTERNET OVERDOSE(Av893089617,P1).mp3",2910.4207534871757,22.84730854563922,161.4990234375,0.04953220143883805,15.095695
"【めぐ】Flyer! - 1.【オリジナルMV】「Flyer! 」歌ってみたver.めぐ - ニコニコ動画(Av767684721,P1).mp3",2528.2726886988908,23.046383864806234,95.703125,0.04972754033590523,17.493908
"【れい】吐出 - 1.はきだすを歌いました - ニコニコ動画(Av16454782,P1).mp3",2503.7781118201847,22.347535492819524,112.34714673913044,0.05062520126705912,15.523601
"【ナースロボ＿タイプＴ Caramel Act.2】たぶん _ 大概【UTAU cover +UST - 1.たぶん(Av796569992,P1).mp3",2033.0600124875784,23.89752187221979,89.10290948275862,0.048972776472502554,13.088824
"【ナースロボ＿タイプＴ Sugar】あなたクランケン【UTAU音源配布】 - 1.2(Av291477249,P1).mp3",2331.2441800426836,22.623839555413745,135.99917763157896,0.04967756692412168,14.852581
"【ナースロボ＿タイプＴ】milk【UTAUcover】 - 1.milk(Av632543544,P1).mp3",2191.405965744016,22.411608818024092,112.34714673913044,0.04983806772542902,16.260801
"【ナースロボ＿タイプＴ】Penguin's Detour【UTAUcover】 - 1.1(Av248375142,P1).mp3",2234.926831365253,21.72836491992533,123.046875,0.04957029428107577,14.251002
"【中文字幕】somunia - Emerge - 1.somunia - Emerge_x264(Av382679438,P1).mp3",2145.2958962570888,23.60901476855647,143.5546875,0.04924725958981532,10.398387
"【中文字幕】somunia - Unstep feat.ケンモチヒデフミ - 1.somunia - Unstep feat.ケンモチヒデフミ_x264(Av722833489,P1).mp3",2487.41198711075,21.912189928018023,117.45383522727273,0.04901247374037957,12.189849
"【中日字幕】INTERNET OVERDOSE _ covered by 藍月なくる - 1.INTERNET OVERDOSE _ covered by 藍月なくる_A(Av254097540,P1).mp3",2672.151127701383,22.65644617427599,161.4990234375,0.049542278588760195,15.568878
"【偶像大师音乐】 はじめてのチュウ 赤城みりあcv_黒沢ともよ - 1.【偶像大师音乐】 はじめてのチュウ 赤城みりあcv_黒沢ともよ(Av98634874,P1).mp3",2407.9507831567616,24.980626554727667,107.666015625,0.04886971630121511,13.699474
"【初音ミク ＆ 可不】成为空【MIMI】 - 1.P1(Av295707376,P1).mp3",2305.959582555063,23.927879611872047,83.35433467741936,0.05083691816309978,13.351496
"【奥术魔刃 House】ぱすたすきゃっと _ ななひら(Cover_) - 1.【奥术魔刃 House】ぱすたすきゃっと _ ななひら(Cover-)_ne(Av584260110,P1).mp3",2849.280503745744,21.40097587323099,129.19921875,0.051834394267180534,15.704907
"【官方MV_中日特效字幕】那个乐队「あのバンド」_ 孤独摇滚第八话插曲 - 1.【官方MV_中日特效字幕】那个乐队「あのバンド」_ 孤独摇滚第八话插曲(Av690575311,P1).mp3",2481.3424874221573,21.841930752599854,95.703125,0.049705905524762936,15.408364
"【官方】King Gnu - 《Prayer X》MV（动画《战栗杀机》ED） - 1.Prayer X_fin0911(Av678263203,P1).mp3",2037.394789247754,22.381719146056263,86.1328125,0.04991425462069677,14.360525
"【官方】King Gnu - 《三文小说》MV（日剧《35岁的少女》主题曲） - 1.KG_SS_H264_4K_1102(Av508903187,P1).mp3",2054.806352707028,22.91341460171138,89.10290948275862,0.048662344284823515,12.122523
"【官方】King Gnu - 《白日》MV（日剧《冤罪律师》主题曲） - 1.KG_HAKUJITSU_H264_0210final(Av465676178,P1).mp3",2237.428200406771,22.10518260791232,92.28515625,0.04874288270686031,15.38418
"【官方】King Gnu - 《飞行艇》MV - 1.HIKOUTEI_MASTER_0809fin(Av978670080,P1).mp3",2517.8940151079,21.2524662552003,80.74951171875,0.04896295708288779,14.826579
"【异世界情绪】#03 《物語りのワルツ_叙述者的华尔兹》原创歌曲MV - 1.【情】叙述者的华尔兹(Av91058373,P1).mp3",2433.373213611406,22.455810003202398,112.34714673913044,0.04905891836785299,13.278822
"【异世界情绪】#05 《ハイドレンジア_绣球花》原创歌曲MV - 1.【情】绣球花(Av243752757,P1).mp3",2306.138488810184,22.76435119401981,135.99917763157896,0.04904899557650822,14.58573
"【异世界情绪】#06 《いろはに咲きて_盛开于伊吕波》原创歌曲MV - 1.【情】盛开于伊吕波(Av839098911,P1).mp3",2513.401074003484,21.9424612439846,143.5546875,0.04924001190502912,13.709403
"【异世界情绪】#07 《とめどなき白情_无法停止的白情》原创歌曲MV - 1.（中字）とめどなき白情(Av584957022,P1).mp3",2474.3499419529066,21.989662539949176,86.1328125,0.048612202507697884,14.459753
"【异世界情绪】#10《シリウスの心臓_天狼星的心脏》 - 1.【中字】天狼星的心脏(Av245856254,P1).mp3",2124.1148088245845,25.20802653039172,112.34714673913044,0.048241926607471494,12.966617
"【异世界情绪】#13 「深渊 feat.花谱」原创歌曲MV - 1.【情绪】深渊(Av376208729,P1).mp3",2541.961519820982,21.713869840530474,151.99908088235293,0.049666940632106096,14.005399
"【异世界情绪】#15 《ディメンション_DIMENSION》原创歌曲MV - 1.ディメンション_zhang2(Av633503357,P1).mp3",2826.8929950940715,21.859676109196073,92.28515625,0.050132093392213195,14.474841
"【异世界情绪】#24 《霞がついてくる_雾霭相随》原创歌曲MV - 1.211207_zhang(Av549651069,P1).mp3",2345.2041205672904,22.71688955897683,129.19921875,0.04960480819066697,14.987041
"【异世界情绪】#28 《パンドラコール_PANDORA CALL》原创歌曲MV - 1.【异世界情绪】#28 《パンドラコール_PANDORA CALL》原创歌曲M(Av772179521,P1).mp3",2621.0352552209556,22.020315430150973,129.19921875,0.04940664028004585,14.806153
"【异世界情绪】【音楽的同位体星界】とこしずめ_地镇 ヰ世界情緒 feat. 星界 - 1.【异世界情绪】【音楽的同位体星界】とこしずめ_地镇 ヰ世界情緒 feat. (Av433315834,P1).mp3",2577.536400868081,20.897110624071416,92.28515625,0.0508952794251682,13.858062
"【异世界情绪】【音楽的同位体星界】異星にいこうね_去往异星吧 ヰ世界情緒 feat. 星界 - 1.【异世界情绪】【音楽的同位体星界】異星にいこうね_去往异星吧 ヰ世界情緒 f(Av262779075,P1).mp3",2452.040929470886,21.398833538544306,95.703125,0.05022152866030934,11.646493
"【异世界情绪】日文翻唱《ADAM》 - 1.【情绪】ADAM(Av375730284,P1).mp3",2521.7355455959596,21.4245483916162,117.45383522727273,0.04995371339041697,15.012813
"【异世界情绪】日文翻唱《V〈Re-birth version〉》 - 1.ヰ世界情緒_V（中文字幕）(Av969959488,P1).mp3",2483.7604723861505,22.8448466744167,99.38401442307692,0.04889957580535751,11.991571
"【异世界情绪】日文翻唱《あだぽしゃ_尸蜡》 - 1.ヰ世界情緒_あだぽしゃ_zhang(Av766467956,P1).mp3",2366.6560312370293,22.734650141778985,107.666015625,0.04955691249682287,13.96313
"【异世界情绪】日文翻唱《アイデンティティ_Identity》 - 1.ヰ世界情緒_アイデンティティ_zhang(Av640211866,P1).mp3",2579.7948560170853,22.606000535305334,129.19921875,0.050543575189024574,13.491812
【异世界情绪】日文翻唱《アンノウン・マザーグース_不为人知的鹅妈妈童谣》.mp3,2628.8635400163894,23.090453187303076,112.34714673913044,0.04862756839063365,13.9526005
"【异世界情绪】日文翻唱《カミノコトバ_神的话语》 - 1.【情】神的话语(Av843779161,P1).mp3",2003.5361751611124,22.819858106361135,112.34714673913044,0.04844911686687924,13.738843
"【异世界情绪】日文翻唱《ギャラリア_画廊》 - 1.ヰ世界情緒_ギャラリア_zhang(Av553398807,P1).mp3",2329.8550789613687,21.695770597240585,103.359375,0.04997079172301575,11.776058
"【异世界情绪】日文翻唱《パノプティコン_圆形监狱》 - 1.ヰ世界情緒_パノプティコン_zhang(Av509276622,P1).mp3",2643.5658966316246,21.106183612657063,117.45383522727273,0.04885441554133385,14.904732
"【异世界情绪】日文翻唱《レイニーブーツ_Rainy Boots》 - 1.ヰ世界情緒_レイニーブーツ_zhang(Av978064949,P1).mp3",2709.094878694414,21.367632793850234,143.5546875,0.04976247673410967,14.019528
"【异世界情绪】日文翻唱《ロスト・デリュージョン_Lost Delusion》 - 1.【异世界情绪】日文翻唱《ロスト・デリュージョン_Lost Delusion》(Av685580055,P1).mp3",2507.5158144467896,20.2617630340173,129.19921875,0.04984764412436088,12.778971
"【异世界情绪】日文翻唱《ヴァンパイア_吸血鬼》 - 1.【异世界情绪】日文翻唱《ヴァンパイア_吸血鬼》(Av559561294,P1).mp3",2583.5808180060994,21.27049490048844,161.4990234375,0.0500062521168256,13.492235
"【异世界情绪】日文翻唱《乙女解剖_少女解剖》 - 1.ヰ世界情緒_乙女解剖_zhang(Av979525573,P1).mp3",2643.8888217119897,21.761705914981576,135.99917763157896,0.04931542824699628,13.6682
"【异世界情绪】日文翻唱《初恋日記》 - 1.【异世界情绪】日文翻唱《初恋日記》(Av690615688,P1).mp3",2763.818943472598,22.66627466921117,143.5546875,0.04986418522548296,13.756796
"【异世界情绪】日文翻唱《夜顔の告白_夜颜的告白》 - 1.ヰ世界情緒_夜顔の告白（中文字幕）(Av542494035,P1).mp3",2793.4983222009846,21.7601518881352,103.359375,0.04949675105821435,15.157962
